Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
2012,NYC,Other Non Hispanic,F,10-19,0,0,2
2012,NYC,Other Non Hispanic,M,10-19,0,1,1
2012,NYC,Other Non Hispanic,F,20-24,0,0,4
2012,NYC,Other Non Hispanic,M,20-24,0,0,2
2012,NYC,Other Non Hispanic,F,25-34,0,2,4
2012,NYC,Other Non Hispanic,M,25-34,2,0,10
2012,NYC,Other Non Hispanic,F,35-44,1,0,2
2012,NYC,Other Non Hispanic,M,35-44,1,8,4
2012,NYC,Other Non Hispanic,F,45-54,0,1,7
2012,NYC,Other Non Hispanic,M,45-54,0,15,8
2012,NYC,Other Non Hispanic,F,55-64,0,2,4
2012,NYC,Other Non Hispanic,M,55-64,2,24,7
2012,NYC,Other Non Hispanic,F,65-74,1,6,4
2012,NYC,Other Non Hispanic,M,65-74,1,11,3
2012,NYC,Other Non Hispanic,F,75-84,0,5,4
2012,NYC,Other Non Hispanic,M,75-84,0,8,4
2012,NYC,Other Non Hispanic,F,85+,0,0,0
2012,NYC,Other Non Hispanic,M,85+,0,1,1
2012,NYC,Other Non Hispanic,F,<1,0,0,0
2012,NYC,Other Non Hispanic,M,<1,0,0,0
2012,NYC,Other Non Hispanic,F,Total,2,16,31
2012,NYC,Other Non Hispanic,M,Total,6,68,40
2012,NYC,White Non Hispanic,F,1-9,0,0,0
2012,NYC,White Non Hispanic,M,1-9,0,0,0
2012,NYC,White Non Hispanic,F,10-19,0,0,4
2012,NYC,White Non Hispanic,M,10-19,1,0,4
2012,NYC,White Non Hispanic,F,20-24,0,2,4
2012,NYC,White Non Hispanic,M,20-24,6,2,11
2012,NYC,White Non Hispanic,F,25-34,0,11,11
2012,NYC,White Non Hispanic,M,25-34,5,20,30
2012,NYC,White Non Hispanic,F,35-44,1,11,11
2012,NYC,White Non Hispanic,M,35-44,0,50,27
2012,NYC,White Non Hispanic,F,45-54,0,42,14
2012,NYC,White Non Hispanic,M,45-54,10,117,37
2012,NYC,White Non Hispanic,F,55-64,1,55,15
2012,NYC,White Non Hispanic,M,55-64,9,159,37
2012,NYC,White Non Hispanic,F,65-74,1,25,7
2012,NYC,White Non Hispanic,M,65-74,5,82,13
2012,NYC,White Non Hispanic,F,75-84,0,18,5
2012,NYC,White Non Hispanic,M,75-84,1,28,12
2012,NYC,White Non Hispanic,F,85+,0,7,2
2012,NYC,White Non Hispanic,M,85+,4,6,9
2012,NYC,White Non Hispanic,F,<1,0,0,0
2012,NYC,White Non Hispanic,M,<1,0,0,0
2012,NYC,White Non Hispanic,F,Total,3,171,73
2012,NYC,White Non Hispanic,M,Total,41,464,180
2012,ROS,Black Non Hispanic,F,1-9,0,0,0
2012,ROS,Black Non Hispanic,M,1-9,1,0,0
2012,ROS,Black Non Hispanic,F,10-19,1,0,0
2012,ROS,Black Non Hispanic,M,10-19,21,0,4
2012,ROS,Black Non Hispanic,F,20-24,2,1,1
2012,ROS,Black Non Hispanic,M,20-24,41,0,7
2012,ROS,Black Non Hispanic,F,25-34,2,1,2
2012,ROS,Black Non Hispanic,M,25-34,43,4,12
2012,ROS,Black Non Hispanic,F,35-44,3,7,3
2012,ROS,Black Non Hispanic,M,35-44,16,5,2
2012,ROS,Black Non Hispanic,F,45-54,0,22,0
2012,ROS,Black Non Hispanic,M,45-54,9,27,8
2012,ROS,Black Non Hispanic,F,55-64,0,19,0
2012,ROS,Black Non Hispanic,M,55-64,3,68,4
2012,ROS,Black Non Hispanic,F,65-74,0,9,0
2012,ROS,Black Non Hispanic,M,65-74,0,30,0
2012,ROS,Black Non Hispanic,F,75-84,0,5,0
2012,ROS,Black Non Hispanic,M,75-84,0,4,0
2012,ROS,Black Non Hispanic,F,85+,0,1,0
2012,ROS,Black Non Hispanic,M,85+,0,1,0
2012,ROS,Black Non Hispanic,F,<1,0,0,0
2012,ROS,Black Non Hispanic,M,<1,0,0,0
2012,ROS,Black Non Hispanic,F,Total,8,65,6
2012,ROS,Black Non Hispanic,M,Total,134,139,37
2012,ROS,Hispanic,F,1-9,0,0,0
2012,ROS,Hispanic,M,1-9,0,0,0
2012,ROS,Hispanic,F,10-19,0,0,1
2012,ROS,Hispanic,M,10-19,3,0,7
2012,ROS,Hispanic,F,20-24,0,1,3
2012,ROS,Hispanic,M,20-24,10,0,4
2012,ROS,Hispanic,F,25-34,0,0,3
2012,ROS,Hispanic,M,25-34,9,15,12
2012,ROS,Hispanic,F,35-44,0,2,2
2012,ROS,Hispanic,M,35-44,4,16,9
2012,ROS,Hispanic,F,45-54,2,7,1
2012,ROS,Hispanic,M,45-54,3,25,9
2012,ROS,Hispanic,F,55-64,0,10,0
2012,ROS,Hispanic,M,55-64,1,45,7
2012,ROS,Hispanic,F,65-74,0,4,2
2012,ROS,Hispanic,M,65-74,0,15,2
2012,ROS,Hispanic,F,75-84,0,4,0
2012,ROS,Hispanic,M,75-84,0,3,1
2012,ROS,Hispanic,F,85+,0,4,0
2012,ROS,Hispanic,M,85+,0,3,0
2012,ROS,Hispanic,F,<1,0,0,0
2012,ROS,Hispanic,M,<1,0,0,0
2012,ROS,Hispanic,F,Total,2,32,12
2012,ROS,Hispanic,M,Total,30,122,51
2012,ROS,Not Stated,F,1-9,0,0,0
2012,ROS,Not Stated,M,1-9,0,0,0
2012,ROS,Not Stated,M,10-19,1,0,2
2012,ROS,Not Stated,F,20-24,0,0,0
2012,ROS,Not Stated,M,20-24,2,0,0
2012,ROS,Not Stated,F,25-34,0,0,1
2012,ROS,Not Stated,M,25-34,0,0,0
2012,ROS,Not Stated,F,35-44,0,0,0
2012,ROS,Not Stated,M,35-44,0,0,1
2012,ROS,Not Stated,F,45-54,0,1,1
2012,ROS,Not Stated,M,45-54,1,1,1
2012,ROS,Not Stated,F,55-64,0,1,0
2012,ROS,Not Stated,M,55-64,0,2,0
2012,ROS,Not Stated,F,65-74,0,0,0
2012,ROS,Not Stated,M,65-74,0,0,0
2012,ROS,Not Stated,F,75-84,0,0,0
2012,ROS,Not Stated,M,75-84,0,0,0
2012,ROS,Not Stated,F,85+,0,0,0
2012,ROS,Not Stated,M,85+,0,0,0
2012,ROS,Not Stated,F,<1,0,0,0
2012,ROS,Not Stated,M,<1,0,0,0
2012,ROS,Not Stated,F,Total,0,2,2
2012,ROS,Not Stated,M,Total,4,3,4
2012,ROS,Other Non Hispanic,F,1-9,0,0,0
2012,ROS,Other Non Hispanic,M,1-9,0,0,0
2012,ROS,Other Non Hispanic,F,10-19,0,0,2
2012,ROS,Other Non Hispanic,M,10-19,1,0,1
2012,ROS,Other Non Hispanic,F,20-24,0,0,1
2012,ROS,Other Non Hispanic,M,20-24,0,0,1
2012,ROS,Other Non Hispanic,F,25-34,1,0,2
2012,ROS,Other Non Hispanic,M,25-34,1,2,3
2012,ROS,Other Non Hispanic,F,35-44,0,1,2
2012,ROS,Other Non Hispanic,M,35-44,1,4,2
2012,ROS,Other Non Hispanic,F,45-54,0,2,0
2012,ROS,Other Non Hispanic,M,45-54,0,8,1
2012,ROS,Other Non Hispanic,F,55-64,0,2,2
2012,ROS,Other Non Hispanic,M,55-64,0,6,1
2012,ROS,Other Non Hispanic,F,65-74,0,6,0
2012,ROS,Other Non Hispanic,M,65-74,0,3,0
2012,ROS,Other Non Hispanic,F,75-84,0,4,0
2012,ROS,Other Non Hispanic,M,75-84,0,5,0
2012,ROS,Other Non Hispanic,F,85+,0,0,0
2012,ROS,Other Non Hispanic,M,85+,0,0,0
2012,ROS,Other Non Hispanic,F,<1,0,0,0
2012,ROS,Other Non Hispanic,M,<1,0,0,0
2012,ROS,Other Non Hispanic,F,Total,1,15,9
2012,ROS,Other Non Hispanic,M,Total,3,28,9
2012,ROS,White Non Hispanic,F,1-9,0,0,0
2012,ROS,White Non Hispanic,M,1-9,0,0,0
2012,ROS,White Non Hispanic,F,10-19,2,1,15
2012,ROS,White Non Hispanic,M,10-19,18,2,33
2012,ROS,White Non Hispanic,F,20-24,4,2,16
2012,ROS,White Non Hispanic,M,20-24,29,12,52
2012,ROS,White Non Hispanic,F,25-34,6,8,18
2012,ROS,White Non Hispanic,M,25-34,50,42,105
2012,ROS,White Non Hispanic,F,35-44,5,44,21
2012,ROS,White Non Hispanic,M,35-44,59,96,130
2012,ROS,White Non Hispanic,F,45-54,9,142,68
2012,ROS,White Non Hispanic,M,45-54,76,379,182
2012,ROS,White Non Hispanic,F,55-64,7,182,40
2012,ROS,White Non Hispanic,M,55-64,83,450,149
2012,ROS,White Non Hispanic,F,65-74,3,102,19
2012,ROS,White Non Hispanic,M,65-74,57,270,87
2012,ROS,White Non Hispanic,F,75-84,2,88,8
2012,ROS,White Non Hispanic,M,75-84,43,146,50
2012,ROS,White Non Hispanic,F,85+,2,46,5
2012,ROS,White Non Hispanic,M,85+,12,36,17
2012,ROS,White Non Hispanic,F,<1,0,1,0
2012,ROS,White Non Hispanic,M,<1,0,0,0
2012,ROS,White Non Hispanic,F,Total,40,616,210
2012,ROS,White Non Hispanic,M,Total,427,1433,805
2013,NYC,Black Non Hispanic,F,1-9,0,0,1
2013,NYC,Black Non Hispanic,M,1-9,2,0,0
2013,NYC,Black Non Hispanic,F,10-19,1,1,2
2013,NYC,Black Non Hispanic,M,10-19,14,0,6
2013,NYC,Black Non Hispanic,F,20-24,2,1,4
2013,NYC,Black Non Hispanic,M,20-24,30,0,3
2013,NYC,Black Non Hispanic,F,25-34,2,6,2
2013,NYC,Black Non Hispanic,M,25-34,56,5,17
2013,NYC,Black Non Hispanic,F,35-44,2,12,3
2013,NYC,Black Non Hispanic,M,35-44,23,22,10
2013,NYC,Black Non Hispanic,F,45-54,1,35,1
2013,NYC,Black Non Hispanic,M,45-54,13,77,8
2013,NYC,Black Non Hispanic,F,55-64,2,59,4
2013,NYC,Black Non Hispanic,M,55-64,3,127,4
2013,NYC,Black Non Hispanic,F,65-74,0,21,2
2013,NYC,Black Non Hispanic,M,65-74,3,71,3
2013,NYC,Black Non Hispanic,F,75-84,0,14,0
2013,NYC,Black Non Hispanic,M,75-84,1,21,3
2013,NYC,Black Non Hispanic,F,85+,0,4,0
2013,NYC,Black Non Hispanic,M,85+,0,5,1
2013,NYC,Black Non Hispanic,F,<1,0,0,0
2013,NYC,Black Non Hispanic,M,<1,0,0,0
2013,NYC,Black Non Hispanic,F,Total,10,153,19
2013,NYC,Black Non Hispanic,M,Total,145,328,55
2013,NYC,Hispanic,F,1-9,0,0,0
2013,NYC,Hispanic,M,1-9,0,0,0
2013,NYC,Hispanic,F,10-19,0,1,3
2013,NYC,Hispanic,M,10-19,5,0,2
2013,NYC,Hispanic,F,20-24,1,0,1
2013,NYC,Hispanic,M,20-24,9,1,9
2013,NYC,Hispanic,F,25-34,1,8,3
2013,NYC,Hispanic,M,25-34,13,25,15
2013,NYC,Hispanic,F,35-44,0,7,9
2013,NYC,Hispanic,M,35-44,6,57,14
2013,NYC,Hispanic,F,45-54,1,31,5
2013,NYC,Hispanic,M,45-54,3,132,15
2013,NYC,Hispanic,F,55-64,0,41,3
2013,NYC,Hispanic,M,55-64,0,141,14
2013,NYC,Hispanic,F,65-74,0,34,4
2013,NYC,Hispanic,M,65-74,0,94,3
2013,NYC,Hispanic,F,75-84,0,22,1
2013,NYC,Hispanic,M,75-84,1,29,6
2013,NYC,Hispanic,F,85+,0,5,0
2013,NYC,Hispanic,M,85+,0,7,0
2013,NYC,Hispanic,F,<1,0,0,0
2013,NYC,Hispanic,M,<1,0,0,0
2013,NYC,Hispanic,F,Total,3,149,29
2013,NYC,Hispanic,M,Total,37,486,78
2013,NYC,Not Stated,F,1-9,0,0,0
2013,NYC,Not Stated,M,1-9,0,0,0
2013,NYC,Not Stated,F,10-19,0,0,0
2013,NYC,Not Stated,M,10-19,0,0,1
2013,NYC,Not Stated,F,20-24,0,0,1
2013,NYC,Not Stated,M,20-24,2,0,0
2013,NYC,Not Stated,F,25-34,0,0,1
2013,NYC,Not Stated,M,25-34,2,1,3
2013,NYC,Not Stated,F,35-44,0,0,0
2013,NYC,Not Stated,M,35-44,0,3,3
2013,NYC,Not Stated,F,45-54,1,1,0
2013,NYC,Not Stated,M,45-54,0,10,3
2013,NYC,Not Stated,F,55-64,0,5,1
2013,NYC,Not Stated,M,55-64,1,17,3
2013,NYC,Not Stated,F,65-74,0,2,1
2013,NYC,Not Stated,M,65-74,0,11,3
2013,NYC,Not Stated,F,75-84,0,2,0
2013,NYC,Not Stated,M,75-84,0,5,0
2013,NYC,Not Stated,F,85+,0,0,0
2013,NYC,Not Stated,M,85+,1,0,1
2013,NYC,Not Stated,F,<1,0,0,0
2013,NYC,Not Stated,M,<1,0,0,0
2013,NYC,Not Stated,F,Total,1,10,4
2013,NYC,Not Stated,M,Total,6,47,17
2013,NYC,Other Non Hispanic,F,1-9,0,0,0
2013,NYC,Other Non Hispanic,M,1-9,0,0,0
2013,NYC,Other Non Hispanic,F,10-19,0,1,1
2013,NYC,Other Non Hispanic,M,10-19,1,0,3
2013,NYC,Other Non Hispanic,F,20-24,0,0,1
2013,NYC,Other Non Hispanic,M,20-24,0,0,3
2013,NYC,Other Non Hispanic,F,25-34,0,0,2
2013,NYC,Other Non Hispanic,M,25-34,2,0,8
2013,NYC,Other Non Hispanic,F,35-44,0,2,2
2013,NYC,Other Non Hispanic,M,35-44,3,12,11
2013,NYC,Other Non Hispanic,F,45-54,0,4,6
2013,NYC,Other Non Hispanic,M,45-54,2,15,5
2013,NYC,Other Non Hispanic,F,55-64,0,4,2
2013,NYC,Other Non Hispanic,M,55-64,1,22,6
2013,NYC,Other Non Hispanic,F,65-74,0,7,0
2013,NYC,Other Non Hispanic,M,65-74,0,17,1
2013,NYC,Other Non Hispanic,F,75-84,0,6,0
2013,NYC,Other Non Hispanic,M,75-84,0,7,4
2013,NYC,Other Non Hispanic,F,85+,0,1,2
2013,NYC,Other Non Hispanic,M,85+,0,0,1
2013,NYC,Other Non Hispanic,F,<1,0,0,0
2013,NYC,Other Non Hispanic,M,<1,0,0,0
2013,NYC,Other Non Hispanic,F,Total,0,25,16
2013,NYC,Other Non Hispanic,M,Total,9,73,42
2013,NYC,White Non Hispanic,F,1-9,0,0,0
2013,NYC,White Non Hispanic,M,1-9,0,0,0
2013,NYC,White Non Hispanic,F,10-19,0,0,1
2013,NYC,White Non Hispanic,M,10-19,1,1,4
2013,NYC,White Non Hispanic,F,20-24,0,1,2
2013,NYC,White Non Hispanic,M,20-24,2,3,4
2013,NYC,White Non Hispanic,F,25-34,0,8,12
2013,NYC,White Non Hispanic,M,25-34,5,15,31
2013,NYC,White Non Hispanic,F,35-44,0,14,10
2013,NYC,White Non Hispanic,M,35-44,8,37,28
2013,NYC,White Non Hispanic,F,45-54,2,43,11
2013,NYC,White Non Hispanic,M,45-54,4,115,32
2013,NYC,White Non Hispanic,F,55-64,0,53,19
2013,NYC,White Non Hispanic,M,55-64,7,149,26
2013,NYC,White Non Hispanic,F,65-74,0,37,6
2013,NYC,White Non Hispanic,M,65-74,4,86,34
2013,NYC,White Non Hispanic,F,75-84,0,19,9
2013,NYC,White Non Hispanic,M,75-84,3,44,11
2013,NYC,White Non Hispanic,F,85+,0,22,1
2013,NYC,White Non Hispanic,M,85+,2,16,8
2013,NYC,White Non Hispanic,F,<1,0,0,0
2013,NYC,White Non Hispanic,M,<1,0,0,0
2013,NYC,White Non Hispanic,F,Total,2,197,71
2013,NYC,White Non Hispanic,M,Total,36,466,178
2013,ROS,Black Non Hispanic,F,1-9,0,0,0
2013,ROS,Black Non Hispanic,M,1-9,0,0,0
2013,ROS,Black Non Hispanic,F,10-19,0,0,1
2013,ROS,Black Non Hispanic,M,10-19,10,0,2
2013,ROS,Black Non Hispanic,F,20-24,4,0,1
2013,ROS,Black Non Hispanic,M,20-24,31,0,6
2013,ROS,Black Non Hispanic,F,25-34,4,0,2
2013,ROS,Black Non Hispanic,M,25-34,41,2,9
2013,ROS,Black Non Hispanic,F,35-44,3,2,0
2013,ROS,Black Non Hispanic,M,35-44,15,9,7
2013,ROS,Black Non Hispanic,F,45-54,3,14,1
2013,ROS,Black Non Hispanic,M,45-54,9,27,7
2013,ROS,Black Non Hispanic,F,55-64,0,16,1
2013,ROS,Black Non Hispanic,M,55-64,2,62,5
2013,ROS,Black Non Hispanic,F,65-74,0,9,0
2013,ROS,Black Non Hispanic,M,65-74,0,22,1
2013,ROS,Black Non Hispanic,F,75-84,0,7,1
2013,ROS,Black Non Hispanic,M,75-84,0,6,0
2013,ROS,Black Non Hispanic,F,85+,0,1,0
2013,ROS,Black Non Hispanic,M,85+,0,2,0
2013,ROS,Black Non Hispanic,F,<1,0,0,0
2013,ROS,Black Non Hispanic,M,<1,0,0,0
2013,ROS,Black Non Hispanic,F,Total,14,49,7
2013,ROS,Black Non Hispanic,M,Total,108,130,37
2013,ROS,Hispanic,F,1-9,0,0,0
2013,ROS,Hispanic,M,1-9,0,0,0
2013,ROS,Hispanic,F,10-19,0,0,3
2013,ROS,Hispanic,M,10-19,0,0,5
2013,ROS,Hispanic,F,20-24,0,0,2
2013,ROS,Hispanic,M,20-24,6,2,7
2013,ROS,Hispanic,F,25-34,3,1,2
2013,ROS,Hispanic,M,25-34,4,17,11
2013,ROS,Hispanic,F,35-44,1,5,2
2013,ROS,Hispanic,M,35-44,3,22,4
2013,ROS,Hispanic,F,45-54,0,7,1
2013,ROS,Hispanic,M,45-54,6,38,7
2013,ROS,Hispanic,F,55-64,0,8,2
2013,ROS,Hispanic,M,55-64,0,29,5
2013,ROS,Hispanic,F,65-74,0,6,0
2013,ROS,Hispanic,M,65-74,0,17,3
2013,ROS,Hispanic,F,75-84,0,5,0
2013,ROS,Hispanic,M,75-84,0,4,0
2013,ROS,Hispanic,F,85+,0,2,0
2013,ROS,Hispanic,M,85+,0,1,0
2013,ROS,Hispanic,F,<1,0,0,0
2013,ROS,Hispanic,M,<1,0,0,0
2013,ROS,Hispanic,F,Total,4,34,12
2013,ROS,Hispanic,M,Total,19,130,42
2013,ROS,Not Stated,F,1-9,0,0,0
2013,ROS,Not Stated,M,1-9,1,0,0
2013,ROS,Not Stated,F,10-19,0,0,0
2013,ROS,Not Stated,M,10-19,1,0,0
2013,ROS,Not Stated,M,20-24,0,0,0
2013,ROS,Not Stated,F,25-34,1,0,0
2013,ROS,Not Stated,M,25-34,1,0,3
2013,ROS,Not Stated,M,35-44,1,0,3
2013,ROS,Not Stated,F,45-54,0,1,0
2013,ROS,Not Stated,M,45-54,2,0,1
2013,ROS,Not Stated,F,55-64,0,2,1
2013,ROS,Not Stated,M,55-64,0,0,1
2013,ROS,Not Stated,F,65-74,0,0,0
2013,ROS,Not Stated,M,65-74,0,1,1
2013,ROS,Not Stated,F,75-84,0,0,0
2013,ROS,Not Stated,M,75-84,1,1,1
2013,ROS,Not Stated,F,85+,0,0,0
2013,ROS,Not Stated,M,85+,0,0,0
2013,ROS,Not Stated,F,<1,0,0,0
2013,ROS,Not Stated,M,<1,0,0,0
2013,ROS,Not Stated,F,Total,1,3,1
2013,ROS,Not Stated,M,Total,7,2,10
2013,ROS,Other Non Hispanic,F,1-9,0,0,0
2013,ROS,Other Non Hispanic,M,1-9,0,0,0
2013,ROS,Other Non Hispanic,F,10-19,0,0,2
2013,ROS,Other Non Hispanic,M,10-19,0,0,0
2013,ROS,Other Non Hispanic,F,20-24,0,0,0
2013,ROS,Other Non Hispanic,M,20-24,0,0,0
2013,ROS,Other Non Hispanic,F,25-34,0,0,3
2013,ROS,Other Non Hispanic,M,25-34,0,2,5
2013,ROS,Other Non Hispanic,F,35-44,1,2,2
2013,ROS,Other Non Hispanic,M,35-44,1,6,3
2013,ROS,Other Non Hispanic,F,45-54,1,8,0
2013,ROS,Other Non Hispanic,M,45-54,2,5,3
2013,ROS,Other Non Hispanic,F,55-64,0,0,1
2013,ROS,Other Non Hispanic,M,55-64,0,6,3
2013,ROS,Other Non Hispanic,F,65-74,1,4,1
2013,ROS,Other Non Hispanic,M,65-74,2,4,4
2013,ROS,Other Non Hispanic,F,75-84,1,1,1
2013,ROS,Other Non Hispanic,M,75-84,0,3,0
2013,ROS,Other Non Hispanic,F,85+,0,1,0
2013,ROS,Other Non Hispanic,M,85+,0,1,0
2013,ROS,Other Non Hispanic,F,<1,0,0,0
2013,ROS,Other Non Hispanic,M,<1,0,0,0
2013,ROS,Other Non Hispanic,F,Total,4,16,10
2013,ROS,Other Non Hispanic,M,Total,5,27,18
2013,ROS,White Non Hispanic,F,1-9,0,0,0
2013,ROS,White Non Hispanic,M,1-9,0,0,1
2013,ROS,White Non Hispanic,F,10-19,0,0,10
2013,ROS,White Non Hispanic,M,10-19,15,4,26
2013,ROS,White Non Hispanic,F,20-24,3,2,14
2013,ROS,White Non Hispanic,M,20-24,26,14,52
2013,ROS,White Non Hispanic,F,25-34,2,17,25
2013,ROS,White Non Hispanic,M,25-34,37,56,99
2013,ROS,White Non Hispanic,F,35-44,4,53,31
2013,ROS,White Non Hispanic,M,35-44,40,96,102
2013,ROS,White Non Hispanic,F,45-54,13,148,62
2013,ROS,White Non Hispanic,M,45-54,83,350,189
2013,ROS,White Non Hispanic,F,55-64,11,182,64
2013,ROS,White Non Hispanic,M,55-64,78,518,140
2013,ROS,White Non Hispanic,F,65-74,2,140,12
2013,ROS,White Non Hispanic,M,65-74,46,277,81
2013,ROS,White Non Hispanic,F,75-84,2,112,5
2013,ROS,White Non Hispanic,M,75-84,39,149,52
2013,ROS,White Non Hispanic,F,85+,5,43,6
2013,ROS,White Non Hispanic,M,85+,10,58,20
2013,ROS,White Non Hispanic,F,<1,0,0,0
2013,ROS,White Non Hispanic,M,<1,0,0,0
2013,ROS,White Non Hispanic,F,Total,42,697,229
2013,ROS,White Non Hispanic,M,Total,374,1522,762
2014,NYC,Black Non Hispanic,F,1-9,0,0,0
2014,NYC,Black Non Hispanic,M,1-9,0,0,0
2014,NYC,Black Non Hispanic,F,10-19,2,0,3
2014,NYC,Black Non Hispanic,M,10-19,14,0,1
2014,NYC,Black Non Hispanic,F,20-24,2,0,1
2014,NYC,Black Non Hispanic,M,20-24,38,1,5
2014,NYC,Black Non Hispanic,F,25-34,3,5,4
2014,NYC,Black Non Hispanic,M,25-34,47,4,17
2014,NYC,Black Non Hispanic,F,35-44,1,9,2
2014,NYC,Black Non Hispanic,M,35-44,21,22,10
2014,NYC,Black Non Hispanic,F,45-54,0,25,6
2014,NYC,Black Non Hispanic,M,45-54,15,75,10
2014,NYC,Black Non Hispanic,F,55-64,0,59,6
2014,NYC,Black Non Hispanic,M,55-64,7,128,5
2014,NYC,Black Non Hispanic,F,65-74,0,25,0
2014,NYC,Black Non Hispanic,M,65-74,1,83,3
2014,NYC,Black Non Hispanic,F,75-84,0,14,0
2014,NYC,Black Non Hispanic,M,75-84,0,19,2
2014,NYC,Black Non Hispanic,F,85+,0,5,0
2014,NYC,Black Non Hispanic,M,85+,0,4,0
2014,NYC,Black Non Hispanic,F,<1,0,0,0
2014,NYC,Black Non Hispanic,M,<1,0,0,0
2014,NYC,Black Non Hispanic,F,Total,8,142,22
2014,NYC,Black Non Hispanic,M,Total,143,336,53
2014,NYC,Hispanic,F,1-9,0,0,0
2014,NYC,Hispanic,M,1-9,0,0,0
2014,NYC,Hispanic,F,10-19,0,0,4
2014,NYC,Hispanic,M,10-19,5,0,5
2014,NYC,Hispanic,F,20-24,2,0,4
2014,NYC,Hispanic,M,20-24,27,3,8
2014,NYC,Hispanic,F,25-34,1,5,8
2014,NYC,Hispanic,M,25-34,15,23,18
2014,NYC,Hispanic,F,35-44,1,14,0
2014,NYC,Hispanic,M,35-44,12,67,11
2014,NYC,Hispanic,F,45-54,0,22,6
2014,NYC,Hispanic,M,45-54,8,110,14
2014,NYC,Hispanic,F,55-64,0,53,5
2014,NYC,Hispanic,M,55-64,3,166,10
2014,NYC,Hispanic,F,65-74,0,36,2
2014,NYC,Hispanic,M,65-74,2,94,6
2014,NYC,Hispanic,F,75-84,0,34,1
2014,NYC,Hispanic,M,75-84,0,25,3
2014,NYC,Hispanic,F,85+,0,4,0
2014,NYC,Hispanic,M,85+,1,4,2
2014,NYC,Hispanic,F,<1,0,0,0
2014,NYC,Hispanic,M,<1,0,0,0
2014,NYC,Hispanic,F,Total,4,168,30
2014,NYC,Hispanic,M,Total,73,492,77
2014,NYC,Not Stated,F,1-9,0,0,0
2014,NYC,Not Stated,M,1-9,0,0,1
2014,NYC,Not Stated,F,10-19,0,0,1
2014,NYC,Not Stated,M,10-19,0,0,2
2014,NYC,Not Stated,F,20-24,0,1,0
2014,NYC,Not Stated,M,20-24,0,1,0
2014,NYC,Not Stated,F,25-34,0,0,1
2014,NYC,Not Stated,M,25-34,0,1,2
2014,NYC,Not Stated,F,35-44,0,0,1
2014,NYC,Not Stated,M,35-44,0,7,2
2014,NYC,Not Stated,F,45-54,0,4,0
2014,NYC,Not Stated,M,45-54,0,11,0
2014,NYC,Not Stated,F,55-64,0,7,0
2014,NYC,Not Stated,M,55-64,0,15,0
2014,NYC,Not Stated,F,65-74,0,1,0
2014,NYC,Not Stated,M,65-74,0,9,0
2014,NYC,Not Stated,F,75-84,0,1,0
2014,NYC,Not Stated,M,75-84,0,2,0
2014,NYC,Not Stated,F,85+,0,1,2
2014,NYC,Not Stated,M,85+,0,0,0
2014,NYC,Not Stated,F,<1,0,0,0
2014,NYC,Not Stated,M,<1,0,0,0
2014,NYC,Not Stated,F,Total,0,15,5
2014,NYC,Not Stated,M,Total,0,46,7
2014,NYC,Other Non Hispanic,F,1-9,0,0,0
2014,NYC,Other Non Hispanic,M,1-9,0,0,0
2014,NYC,Other Non Hispanic,F,10-19,0,1,2
2014,NYC,Other Non Hispanic,M,10-19,0,0,0
2014,NYC,Other Non Hispanic,F,20-24,0,0,0
2014,NYC,Other Non Hispanic,M,20-24,0,1,7
2014,NYC,Other Non Hispanic,F,25-34,0,0,7
2014,NYC,Other Non Hispanic,M,25-34,1,5,9
2014,NYC,Other Non Hispanic,F,35-44,0,0,6
2014,NYC,Other Non Hispanic,M,35-44,1,11,10
2014,NYC,Other Non Hispanic,F,45-54,1,3,5
2014,NYC,Other Non Hispanic,M,45-54,2,18,6
2014,NYC,Other Non Hispanic,F,55-64,0,5,1
2014,NYC,Other Non Hispanic,M,55-64,0,23,5
2014,NYC,Other Non Hispanic,F,65-74,0,10,4
2014,NYC,Other Non Hispanic,M,65-74,0,11,5
2014,NYC,Other Non Hispanic,F,75-84,0,6,1
2014,NYC,Other Non Hispanic,M,75-84,0,7,2
2014,NYC,Other Non Hispanic,F,85+,0,2,1
2014,NYC,Other Non Hispanic,M,85+,0,4,2
2014,NYC,Other Non Hispanic,F,<1,0,0,0
2014,NYC,Other Non Hispanic,M,<1,0,0,0
2014,NYC,Other Non Hispanic,F,Total,1,27,27
2014,NYC,Other Non Hispanic,M,Total,4,80,46
2014,NYC,White Non Hispanic,F,1-9,0,0,0
2014,NYC,White Non Hispanic,M,1-9,0,0,0
2014,NYC,White Non Hispanic,F,10-19,0,0,1
2014,NYC,White Non Hispanic,M,10-19,0,4,4
2014,NYC,White Non Hispanic,F,20-24,0,2,2
2014,NYC,White Non Hispanic,M,20-24,2,6,2
2014,NYC,White Non Hispanic,F,25-34,0,13,11
2014,NYC,White Non Hispanic,M,25-34,7,22,31
2014,NYC,White Non Hispanic,F,35-44,2,12,10
2014,NYC,White Non Hispanic,M,35-44,6,42,29
2014,NYC,White Non Hispanic,F,45-54,0,23,16
2014,NYC,White Non Hispanic,M,45-54,9,102,40
2014,NYC,White Non Hispanic,F,55-64,2,57,21
2014,NYC,White Non Hispanic,M,55-64,4,151,42
2014,NYC,White Non Hispanic,F,65-74,1,28,7
2014,NYC,White Non Hispanic,M,65-74,7,100,23
